client_id,round_number,hierarchy,num_samples,set,bytes_written,bytes_read,local_computations
f3147_41,3,,181,train,26414840,26414840,2112482400
f1258_19,3,,214,train,26414840,26414840,2508572850
f3519_18,3,,144,train,26414840,26414840,1584361800
f3571_20,3,,154,train,26414840,26414840,1716391950
f0577_19,3,,367,train,26414840,26414840,4356994950
f0745_35,4,,401,train,26414840,26414840,4753085400
f1031_37,4,,365,train,26414840,26414840,4224964800
f0689_06,4,,270,train,26414840,26414840,3168723600
f2294_71,4,,171,train,26414840,26414840,1980452250
f3687_48,4,,173,train,26414840,26414840,1980452250
f0479_35,4,,366,train,26414840,26414840,4224964800
f0901_39,4,,364,train,26414840,26414840,4224964800
f1434_10,4,,271,train,26414840,26414840,3168723600
f1563_24,4,,146,train,26414840,26414840,1716391950
f0727_27,4,,334,train,26414840,26414840,3960904500
f1258_19,4,,214,train,26414840,26414840,2508572850
f0056_01,4,,344,train,26414840,26414840,3960904500
f1721_26,4,,176,train,26414840,26414840,1980452250
f1351_29,4,,274,train,26414840,26414840,3168723600
f1024_46,4,,365,train,26414840,26414840,4224964800
f0081_26,4,,341,train,26414840,26414840,3960904500
f1760_27,4,,159,train,26414840,26414840,1848422100
f0267_24,4,,393,train,26414840,26414840,4621055250
f3614_06,4,,176,train,26414840,26414840,1980452250
f3748_29,4,,175,train,26414840,26414840,1980452250
f1191_18,4,,345,train,26414840,26414840,4092934650
f3212_36,4,,181,train,26414840,26414840,2112482400
f0513_18,4,,361,train,26414840,26414840,4224964800
f4042_33,4,,167,train,26414840,26414840,1980452250
f1428_25,4,,320,train,26414840,26414840,3696844200
f2379_68,4,,164,train,26414840,26414840,1848422100
f0938_10,4,,399,train,26414840,26414840,4621055250
f0814_03,4,,382,train,26414840,26414840,4489025100
f1828_25,4,,119,train,26414840,26414840,1320301500
f1736_04,4,,150,train,26414840,26414840,1716391950
f2350_98,4,,168,train,26414840,26414840,1980452250
f0070_14,4,,396,train,26414840,26414840,4621055250
f3133_33,4,,182,train,26414840,26414840,2112482400
f1926_49,4,,154,train,26414840,26414840,1716391950
f2340_80,4,,179,train,26414840,26414840,2112482400
f3748_29,5,,175,train,26414840,26414840,1980452250
f3297_22,5,,175,train,26414840,26414840,1980452250
f0262_15,5,,378,train,26414840,26414840,4489025100
f0899_05,5,,317,train,26414840,26414840,3696844200
f1656_24,5,,164,train,26414840,26414840,1848422100
f3657_40,5,,174,train,26414840,26414840,1980452250
f0566_02,5,,298,train,26414840,26414840,3432783900
f1469_25,5,,266,train,26414840,26414840,3036693450
f0033_49,5,,338,train,26414840,26414840,3960904500
f1528_18,5,,176,train,26414840,26414840,1980452250
f1867_44,5,,111,train,26414840,26414840,1188271350
f0358_32,5,,357,train,26414840,26414840,4224964800
f3961_03,5,,169,train,26414840,26414840,1980452250
f3855_47,5,,161,train,26414840,26414840,1848422100
f0678_26,5,,306,train,26414840,26414840,3564814050
f2117_54,5,,151,train,26414840,26414840,1716391950
f0979_22,5,,239,train,26414840,26414840,2772633150
f2014_07,5,,165,train,26414840,26414840,1848422100
f1880_06,5,,146,train,26414840,26414840,1716391950
f3641_13,5,,150,train,26414840,26414840,1716391950
f1874_36,5,,133,train,26414840,26414840,1452331650
f3853_22,5,,173,train,26414840,26414840,1980452250
f2484_76,5,,176,train,26414840,26414840,1980452250
f3868_35,5,,173,train,26414840,26414840,1980452250
f0081_26,5,,341,train,26414840,26414840,3960904500
f3170_08,5,,177,train,26414840,26414840,1980452250
f1336_30,5,,262,train,26414840,26414840,3036693450
f1879_44,5,,147,train,26414840,26414840,1716391950
f3316_22,5,,167,train,26414840,26414840,1980452250
f3345_12,5,,181,train,26414840,26414840,2112482400
f0938_10,5,,399,train,26414840,26414840,4621055250
f1535_20,5,,156,train,26414840,26414840,1848422100
f0236_17,5,,297,train,26414840,26414840,3432783900
f2372_55,5,,163,train,26414840,26414840,1848422100
f3866_43,5,,148,train,26414840,26414840,1716391950
f0577_19,6,,367,train,26414840,26414840,4356994950
f1296_02,6,,228,train,26414840,26414840,2640603000
f0056_01,6,,344,train,26414840,26414840,3960904500
f0345_23,6,,257,train,26414840,26414840,3036693450
f3221_05,6,,169,train,26414840,26414840,1980452250
f3855_47,6,,161,train,26414840,26414840,1848422100
f0979_22,6,,239,train,26414840,26414840,2772633150
f0745_35,6,,401,train,26414840,26414840,4753085400
f1883_03,6,,163,train,26414840,26414840,1848422100
f0513_18,6,,361,train,26414840,26414840,4224964800
f0731_05,6,,344,train,26414840,26414840,3960904500
f1090_13,6,,230,train,26414840,26414840,2640603000
f3147_41,6,,181,train,26414840,26414840,2112482400
f1997_00,6,,123,train,26414840,26414840,1452331650
f3297_22,6,,175,train,26414840,26414840,1980452250
f0566_02,6,,298,train,26414840,26414840,3432783900
f2550_79,6,,163,train,26414840,26414840,1848422100
f0879_35,6,,194,train,26414840,26414840,2244512550
f1760_27,6,,159,train,26414840,26414840,1848422100
f0473_21,6,,415,train,26414840,26414840,4885115550
f1121_47,6,,238,train,26414840,26414840,2772633150
f1141_12,6,,283,train,26414840,26414840,3300753750
f1469_25,6,,266,train,26414840,26414840,3036693450
f1879_44,6,,147,train,26414840,26414840,1716391950
f2340_80,6,,179,train,26414840,26414840,2112482400
f2378_69,6,,166,train,26414840,26414840,1848422100
f1031_37,6,,365,train,26414840,26414840,4224964800
f3113_40,6,,171,train,26414840,26414840,1980452250
f4027_34,6,,166,train,26414840,26414840,1848422100
f0850_30,6,,329,train,26414840,26414840,3828874350
f2566_51,6,,178,train,26414840,26414840,2112482400
f1230_10,6,,269,train,26414840,26414840,3168723600
f0479_35,6,,366,train,26414840,26414840,4224964800
f0033_49,6,,338,train,26414840,26414840,3960904500
f3367_07,6,,178,train,26414840,26414840,2112482400
f0628_05,7,,231,train,26414840,26414840,2640603000
f1922_38,7,,153,train,26414840,26414840,1716391950
f1879_44,7,,147,train,26414840,26414840,1716391950
f2566_51,7,,178,train,26414840,26414840,2112482400
f0380_37,7,,345,train,26414840,26414840,4092934650
f0204_21,7,,355,train,26414840,26414840,4092934650
f1880_06,7,,146,train,26414840,26414840,1716391950
f1881_37,7,,140,train,26414840,26414840,1584361800
f1867_44,7,,111,train,26414840,26414840,1188271350
f0081_26,7,,341,train,26414840,26414840,3960904500
f1039_40,7,,330,train,26414840,26414840,3828874350
f1913_37,7,,144,train,26414840,26414840,1584361800
f4022_12,7,,135,train,26414840,26414840,1584361800
f0070_14,7,,396,train,26414840,26414840,4621055250
f1989_45,7,,124,train,26414840,26414840,1452331650
f1031_37,7,,365,train,26414840,26414840,4224964800
f0043_10,7,,331,train,26414840,26414840,3828874350
f0727_27,7,,334,train,26414840,26414840,3960904500
f3514_20,7,,178,train,26414840,26414840,2112482400
f1963_27,7,,178,train,26414840,26414840,2112482400
f3786_04,7,,171,train,26414840,26414840,1980452250
f3519_18,7,,144,train,26414840,26414840,1584361800
f0256_08,7,,423,train,26414840,26414840,5017145700
f0032_27,7,,279,train,26414840,26414840,3300753750
f1221_17,7,,138,train,26414840,26414840,1584361800
f1874_36,7,,133,train,26414840,26414840,1452331650
f1883_03,7,,163,train,26414840,26414840,1848422100
f3217_28,7,,181,train,26414840,26414840,2112482400
f3290_01,7,,182,train,26414840,26414840,2112482400
f1656_24,7,,164,train,26414840,26414840,1848422100
f0700_20,7,,373,train,26414840,26414840,4356994950
f3297_22,7,,175,train,26414840,26414840,1980452250
f3732_30,7,,179,train,26414840,26414840,2112482400
f1799_27,7,,178,train,26414840,26414840,2112482400
f0071_21,7,,301,train,26414840,26414840,3564814050
f3412_27,8,,166,train,26414840,26414840,1848422100
f0718_13,8,,336,train,26414840,26414840,3960904500
f3866_43,8,,148,train,26414840,26414840,1716391950
f3966_01,8,,175,train,26414840,26414840,1980452250
f2550_79,8,,163,train,26414840,26414840,1848422100
f3147_41,8,,181,train,26414840,26414840,2112482400
f2014_07,8,,165,train,26414840,26414840,1848422100
f0660_10,8,,397,train,26414840,26414840,4621055250
f2453_70,8,,173,train,26414840,26414840,1980452250
f3316_22,8,,167,train,26414840,26414840,1980452250
f0475_47,8,,272,train,26414840,26414840,3168723600
f2379_68,8,,164,train,26414840,26414840,1848422100
f3698_01,8,,166,train,26414840,26414840,1848422100
f2441_83,8,,147,train,26414840,26414840,1716391950
f1773_18,8,,158,train,26414840,26414840,1848422100
f2340_80,8,,179,train,26414840,26414840,2112482400
f2294_71,8,,171,train,26414840,26414840,1980452250
f3687_48,8,,173,train,26414840,26414840,1980452250
f1024_46,8,,365,train,26414840,26414840,4224964800
f0899_05,8,,317,train,26414840,26414840,3696844200
f1469_25,8,,266,train,26414840,26414840,3036693450
f1296_02,8,,228,train,26414840,26414840,2640603000
f2455_72,8,,173,train,26414840,26414840,1980452250
f1913_37,8,,144,train,26414840,26414840,1584361800
f0256_08,8,,423,train,26414840,26414840,5017145700
f3786_04,8,,171,train,26414840,26414840,1980452250
f1775_42,8,,177,train,26414840,26414840,1980452250
f4042_33,8,,167,train,26414840,26414840,1980452250
f3514_20,8,,178,train,26414840,26414840,2112482400
f3170_08,8,,177,train,26414840,26414840,1980452250
f2566_51,8,,178,train,26414840,26414840,2112482400
f0488_39,8,,386,train,26414840,26414840,4489025100
f3732_30,8,,179,train,26414840,26414840,2112482400
f2526_71,8,,172,train,26414840,26414840,1980452250
f1922_38,8,,153,train,26414840,26414840,1716391950
f1141_12,9,,283,train,26414840,26414840,3300753750
f3748_29,9,,175,train,26414840,26414840,1980452250
f1528_18,9,,176,train,26414840,26414840,1980452250
f0033_49,9,,338,train,26414840,26414840,3960904500
f2101_62,9,,149,train,26414840,26414840,1716391950
f2550_79,9,,163,train,26414840,26414840,1848422100
f3917_03,9,,175,train,26414840,26414840,1980452250
f0566_02,9,,298,train,26414840,26414840,3432783900
f3113_40,9,,171,train,26414840,26414840,1980452250
f3519_18,9,,144,train,26414840,26414840,1584361800
f2437_50,9,,166,train,26414840,26414840,1848422100
f0513_18,9,,361,train,26414840,26414840,4224964800
f1963_27,9,,178,train,26414840,26414840,2112482400
f0479_35,9,,366,train,26414840,26414840,4224964800
f2455_72,9,,173,train,26414840,26414840,1980452250
f4079_43,9,,152,train,26414840,26414840,1716391950
f1336_30,9,,262,train,26414840,26414840,3036693450
f0070_14,9,,396,train,26414840,26414840,4621055250
f0570_31,9,,369,train,26414840,26414840,4356994950
f1922_38,9,,153,train,26414840,26414840,1716391950
f3549_47,9,,152,train,26414840,26414840,1716391950
f2553_92,9,,145,train,26414840,26414840,1716391950
f0345_23,9,,257,train,26414840,26414840,3036693450
f1881_37,9,,140,train,26414840,26414840,1584361800
f3250_14,9,,178,train,26414840,26414840,2112482400
f3657_40,9,,174,train,26414840,26414840,1980452250
f0056_01,9,,344,train,26414840,26414840,3960904500
f3514_20,9,,178,train,26414840,26414840,2112482400
f0745_35,9,,401,train,26414840,26414840,4753085400
f2438_76,9,,164,train,26414840,26414840,1848422100
f3105_03,9,,165,train,26414840,26414840,1848422100
f4038_15,9,,166,train,26414840,26414840,1848422100
f1030_04,9,,197,train,26414840,26414840,2244512550
f1317_00,9,,237,train,26414840,26414840,2772633150
f1262_42,9,,271,train,26414840,26414840,3168723600
f1031_37,10,,365,train,26414840,26414840,4224964800
f0880_16,10,,293,train,26414840,26414840,3432783900
f0345_23,10,,257,train,26414840,26414840,3036693450
f4038_15,10,,166,train,26414840,26414840,1848422100
f0731_05,10,,344,train,26414840,26414840,3960904500
f0938_10,10,,399,train,26414840,26414840,4621055250
f3659_25,10,,162,train,26414840,26414840,1848422100
f4022_12,10,,135,train,26414840,26414840,1584361800
f3693_03,10,,163,train,26414840,26414840,1848422100
f2217_71,10,,181,train,26414840,26414840,2112482400
f3966_01,10,,175,train,26414840,26414840,1980452250
f0566_02,10,,298,train,26414840,26414840,3432783900
f3657_40,10,,174,train,26414840,26414840,1980452250
f2014_07,10,,165,train,26414840,26414840,1848422100
f1317_00,10,,237,train,26414840,26414840,2772633150
f0256_08,10,,423,train,26414840,26414840,5017145700
f1535_20,10,,156,train,26414840,26414840,1848422100
f2455_72,10,,173,train,26414840,26414840,1980452250
f0570_31,10,,369,train,26414840,26414840,4356994950
f0727_27,10,,334,train,26414840,26414840,3960904500
f1024_46,10,,365,train,26414840,26414840,4224964800
f0634_01,10,,342,train,26414840,26414840,3960904500
f0479_35,10,,366,train,26414840,26414840,4224964800
f0577_19,10,,367,train,26414840,26414840,4356994950
f0628_05,10,,231,train,26414840,26414840,2640603000
f3917_03,10,,175,train,26414840,26414840,1980452250
f1336_30,10,,262,train,26414840,26414840,3036693450
f1760_27,10,,159,train,26414840,26414840,1848422100
f0267_24,10,,393,train,26414840,26414840,4621055250
f1922_38,10,,153,train,26414840,26414840,1716391950
f0081_26,10,,341,train,26414840,26414840,3960904500
f1799_27,10,,178,train,26414840,26414840,2112482400
f2340_80,10,,179,train,26414840,26414840,2112482400
f0719_05,10,,283,train,26414840,26414840,3300753750
f1563_24,10,,146,train,26414840,26414840,1716391950
f1336_30,11,,262,train,26414840,26414840,3036693450
f2101_62,11,,149,train,26414840,26414840,1716391950
f0384_36,11,,384,train,26414840,26414840,4489025100
f2405_90,11,,170,train,26414840,26414840,1980452250
f1121_47,11,,238,train,26414840,26414840,2772633150
f1922_38,11,,153,train,26414840,26414840,1716391950
f2437_50,11,,166,train,26414840,26414840,1848422100
f0731_05,11,,344,train,26414840,26414840,3960904500
f4018_10,11,,182,train,26414840,26414840,2112482400
f0188_36,11,,316,train,26414840,26414840,3696844200
f0380_37,11,,345,train,26414840,26414840,4092934650
f1296_02,11,,228,train,26414840,26414840,2640603000
f1090_13,11,,230,train,26414840,26414840,2640603000
f1221_17,11,,138,train,26414840,26414840,1584361800
f2014_07,11,,165,train,26414840,26414840,1848422100
f1216_32,11,,319,train,26414840,26414840,3696844200
f1736_04,11,,150,train,26414840,26414840,1716391950
f1563_24,11,,146,train,26414840,26414840,1716391950
f2339_76,11,,176,train,26414840,26414840,1980452250
f3748_29,11,,175,train,26414840,26414840,1980452250
f0033_49,11,,338,train,26414840,26414840,3960904500
f3693_03,11,,163,train,26414840,26414840,1848422100
f0938_10,11,,399,train,26414840,26414840,4621055250
f0986_02,11,,181,train,26414840,26414840,2112482400
f1317_00,11,,237,train,26414840,26414840,2772633150
f3212_36,11,,181,train,26414840,26414840,2112482400
f1322_16,11,,164,train,26414840,26414840,1848422100
f3147_41,11,,181,train,26414840,26414840,2112482400
f1218_35,11,,273,train,26414840,26414840,3168723600
f1528_18,11,,176,train,26414840,26414840,1980452250
f3966_01,11,,175,train,26414840,26414840,1980452250
f3961_03,11,,169,train,26414840,26414840,1980452250
f1351_29,11,,274,train,26414840,26414840,3168723600
f3868_35,11,,173,train,26414840,26414840,1980452250
f2484_76,11,,176,train,26414840,26414840,1980452250
f3175_03,12,,148,train,26414840,26414840,1716391950
f0032_27,12,,279,train,26414840,26414840,3300753750
f1922_38,12,,153,train,26414840,26414840,1716391950
f1031_37,12,,365,train,26414840,26414840,4224964800
f0276_07,12,,357,train,26414840,26414840,4224964800
f0814_03,12,,382,train,26414840,26414840,4489025100
f1880_06,12,,146,train,26414840,26414840,1716391950
f2014_07,12,,165,train,26414840,26414840,1848422100
f1926_49,12,,154,train,26414840,26414840,1716391950
f0056_01,12,,344,train,26414840,26414840,3960904500
f3345_12,12,,181,train,26414840,26414840,2112482400
f2550_79,12,,163,train,26414840,26414840,1848422100
f0607_27,12,,345,train,26414840,26414840,4092934650
f0718_13,12,,336,train,26414840,26414840,3960904500
f2350_98,12,,168,train,26414840,26414840,1980452250
f2441_83,12,,147,train,26414840,26414840,1716391950
f1024_46,12,,365,train,26414840,26414840,4224964800
f3866_43,12,,148,train,26414840,26414840,1716391950
f2217_71,12,,181,train,26414840,26414840,2112482400
f1775_42,12,,177,train,26414840,26414840,1980452250
f0566_02,12,,298,train,26414840,26414840,3432783900
f4079_43,12,,152,train,26414840,26414840,1716391950
f1030_04,12,,197,train,26414840,26414840,2244512550
f0204_21,12,,355,train,26414840,26414840,4092934650
f0475_47,12,,272,train,26414840,26414840,3168723600
f1336_30,12,,262,train,26414840,26414840,3036693450
f1121_47,12,,238,train,26414840,26414840,2772633150
f1221_17,12,,138,train,26414840,26414840,1584361800
f2372_55,12,,163,train,26414840,26414840,1848422100
f0850_30,12,,329,train,26414840,26414840,3828874350
f2340_80,12,,179,train,26414840,26414840,2112482400
f2553_92,12,,145,train,26414840,26414840,1716391950
f3217_28,12,,181,train,26414840,26414840,2112482400
f1535_20,12,,156,train,26414840,26414840,1848422100
f3496_38,12,,164,train,26414840,26414840,1848422100
f3693_03,13,,163,train,26414840,26414840,1848422100
f3641_13,13,,150,train,26414840,26414840,1716391950
f1563_24,13,,146,train,26414840,26414840,1716391950
f0899_05,13,,317,train,26414840,26414840,3696844200
f2350_98,13,,168,train,26414840,26414840,1980452250
f3868_35,13,,173,train,26414840,26414840,1980452250
f0085_01,13,,370,train,26414840,26414840,4356994950
f3571_20,13,,154,train,26414840,26414840,1716391950
f2101_62,13,,149,train,26414840,26414840,1716391950
f3514_20,13,,178,train,26414840,26414840,2112482400
f3217_28,13,,181,train,26414840,26414840,2112482400
f3698_01,13,,166,train,26414840,26414840,1848422100
f2484_76,13,,176,train,26414840,26414840,1980452250
f1736_04,13,,150,train,26414840,26414840,1716391950
f3496_38,13,,164,train,26414840,26414840,1848422100
f0479_35,13,,366,train,26414840,26414840,4224964800
f0033_49,13,,338,train,26414840,26414840,3960904500
f0071_21,13,,301,train,26414840,26414840,3564814050
f0473_21,13,,415,train,26414840,26414840,4885115550
f3549_47,13,,152,train,26414840,26414840,1716391950
f0204_21,13,,355,train,26414840,26414840,4092934650
f0262_15,13,,378,train,26414840,26414840,4489025100
f1880_06,13,,146,train,26414840,26414840,1716391950
f1258_19,13,,214,train,26414840,26414840,2508572850
f0938_10,13,,399,train,26414840,26414840,4621055250
f0236_17,13,,297,train,26414840,26414840,3432783900
f1535_20,13,,156,train,26414840,26414840,1848422100
f1879_44,13,,147,train,26414840,26414840,1716391950
f1230_10,13,,269,train,26414840,26414840,3168723600
f0745_35,13,,401,train,26414840,26414840,4753085400
f0092_16,13,,383,train,26414840,26414840,4489025100
f1252_21,13,,206,train,26414840,26414840,2376542700
f0850_30,13,,329,train,26414840,26414840,3828874350
f3855_47,13,,161,train,26414840,26414840,1848422100
f0267_24,13,,393,train,26414840,26414840,4621055250
f3367_07,14,,178,train,26414840,26414840,2112482400
f0085_01,14,,370,train,26414840,26414840,4356994950
f3514_20,14,,178,train,26414840,26414840,2112482400
f2339_76,14,,176,train,26414840,26414840,1980452250
f2102_52,14,,165,train,26414840,26414840,1848422100
f1797_27,14,,146,train,26414840,26414840,1716391950
f3687_48,14,,173,train,26414840,26414840,1980452250
f0880_16,14,,293,train,26414840,26414840,3432783900
f1828_25,14,,119,train,26414840,26414840,1320301500
f1258_19,14,,214,train,26414840,26414840,2508572850
f0188_36,14,,316,train,26414840,26414840,3696844200
f0850_30,14,,329,train,26414840,26414840,3828874350
f3966_01,14,,175,train,26414840,26414840,1980452250
f2441_83,14,,147,train,26414840,26414840,1716391950
f4022_12,14,,135,train,26414840,26414840,1584361800
f1563_24,14,,146,train,26414840,26414840,1716391950
f2378_69,14,,166,train,26414840,26414840,1848422100
f0267_24,14,,393,train,26414840,26414840,4621055250
f0479_35,14,,366,train,26414840,26414840,4224964800
f1322_16,14,,164,train,26414840,26414840,1848422100
f3113_40,14,,171,train,26414840,26414840,1980452250
f2566_51,14,,178,train,26414840,26414840,2112482400
f1024_46,14,,365,train,26414840,26414840,4224964800
f0678_26,14,,306,train,26414840,26414840,3564814050
f3623_42,14,,159,train,26414840,26414840,1848422100
f1760_27,14,,159,train,26414840,26414840,1848422100
f3549_47,14,,152,train,26414840,26414840,1716391950
f2484_76,14,,176,train,26414840,26414840,1980452250
f0236_17,14,,297,train,26414840,26414840,3432783900
f3917_03,14,,175,train,26414840,26414840,1980452250
f2280_57,14,,167,train,26414840,26414840,1980452250
f2117_54,14,,151,train,26414840,26414840,1716391950
f0358_32,14,,357,train,26414840,26414840,4224964800
f1633_35,14,,173,train,26414840,26414840,1980452250
f0660_10,14,,397,train,26414840,26414840,4621055250
f0267_24,15,,393,train,26414840,26414840,4621055250
f3855_47,15,,161,train,26414840,26414840,1848422100
f1721_26,15,,176,train,26414840,26414840,1980452250
f1883_03,15,,163,train,26414840,26414840,1848422100
f2372_55,15,,163,train,26414840,26414840,1848422100
f1191_18,15,,345,train,26414840,26414840,4092934650
f2350_98,15,,168,train,26414840,26414840,1980452250
f1031_37,15,,365,train,26414840,26414840,4224964800
f1963_27,15,,178,train,26414840,26414840,2112482400
f0488_39,15,,386,train,26414840,26414840,4489025100
f1880_06,15,,146,train,26414840,26414840,1716391950
f1535_20,15,,156,train,26414840,26414840,1848422100
f0081_26,15,,341,train,26414840,26414840,3960904500
f0384_36,15,,384,train,26414840,26414840,4489025100
f0938_10,15,,399,train,26414840,26414840,4621055250
f1296_02,15,,228,train,26414840,26414840,2640603000
f1024_46,15,,365,train,26414840,26414840,4224964800
f0071_21,15,,301,train,26414840,26414840,3564814050
f2379_68,15,,164,train,26414840,26414840,1848422100
f2117_54,15,,151,train,26414840,26414840,1716391950
f3113_40,15,,171,train,26414840,26414840,1980452250
f3693_03,15,,163,train,26414840,26414840,1848422100
f1633_35,15,,173,train,26414840,26414840,1980452250
f3687_48,15,,173,train,26414840,26414840,1980452250
f2340_80,15,,179,train,26414840,26414840,2112482400
f3623_42,15,,159,train,26414840,26414840,1848422100
f3290_01,15,,182,train,26414840,26414840,2112482400
f1828_25,15,,119,train,26414840,26414840,1320301500
f0634_01,15,,342,train,26414840,26414840,3960904500
f2405_90,15,,170,train,26414840,26414840,1980452250
f0479_35,15,,366,train,26414840,26414840,4224964800
f2441_83,15,,147,train,26414840,26414840,1716391950
f0880_16,15,,293,train,26414840,26414840,3432783900
f1913_37,15,,144,train,26414840,26414840,1584361800
f0043_10,15,,331,train,26414840,26414840,3828874350
f3961_03,16,,169,train,26414840,26414840,1980452250
f0473_21,16,,415,train,26414840,26414840,4885115550
f3412_27,16,,166,train,26414840,26414840,1848422100
f1191_18,16,,345,train,26414840,26414840,4092934650
f2340_80,16,,179,train,26414840,26414840,2112482400
f0153_35,16,,345,train,26414840,26414840,4092934650
f1828_25,16,,119,train,26414840,26414840,1320301500
f3113_40,16,,171,train,26414840,26414840,1980452250
f1469_25,16,,266,train,26414840,26414840,3036693450
